customer_id,age,tenure,balance,num_products,has_credit_card,is_active_member,estimated_salary,churn
567,20,3,1794,2,0,1,38085.22458263109,0
568,18,6,972,2,0,0,129784.89436051987,0
569,50,8,1642,1,0,1,51279.18638687273,0
570,57,9,1885,1,1,0,116768.59632596026,0
571,27,9,2301,2,1,1,122720.51857537999,1
572,60,4,2028,2,1,1,115787.94409095764,0
573,61,5,1900,2,0,0,99477.31758649742,0
574,46,2,1449,1,0,1,31753.079653065943,0
575,30,9,546,2,0,0,73245.05908358048,0
576,29,8,921,2,0,0,102580.73152350973,0
577,48,3,580,3,1,1,76494.15551070464,0
578,63,9,1372,1,0,0,133617.58738953757,0
579,19,3,1956,3,0,1,67056.27304195384,0
580,68,9,2003,3,0,1,65224.17509503925,1
581,67,2,2096,2,1,0,61919.72317111895,0
582,52,9,703,1,0,1,69933.70427529546,0
583,40,8,2308,2,0,0,96888.59571770247,1
584,34,9,2403,1,0,0,114841.8353127109,1
585,43,5,1625,3,0,1,109508.1501286542,0
586,25,2,637,1,0,1,126926.13839777755,0
587,46,8,1009,2,1,0,136309.679459691,0
588,43,6,640,2,0,0,127929.48508120215,1
589,27,8,1861,2,0,1,32273.44840492255,1
590,43,5,1205,1,0,1,118310.15442623865,0
591,51,2,685,3,0,1,55007.94883419979,0
592,68,6,1851,3,0,1,45951.36512495791,0
593,58,5,187,1,0,0,106618.65417589626,0
594,24,5,1619,2,0,1,68369.18344892339,0
595,21,1,1687,3,0,0,36854.05960445319,0
596,67,2,984,2,0,0,46515.56812780336,1
597,62,8,547,1,0,1,30111.530024395328,0
598,28,3,1431,2,1,0,138386.83528136488,0
599,46,3,875,3,1,1,32954.158060948634,0
600,53,8,617,3,1,0,55134.69234114133,0
601,42,8,2461,2,1,1,79951.53368254888,0
602,38,2,1365,1,0,0,72788.55911409829,0
603,53,8,1243,2,1,0,139407.1052295331,0
604,27,1,902,1,1,1,34834.673488145054,1
605,54,6,162,2,0,1,91465.76492124618,0
606,26,8,1974,3,1,0,111657.53550292487,0
607,41,3,269,1,1,0,141803.75684174025,0
608,52,8,631,1,0,1,104444.55025484652,0
609,66,1,905,1,0,0,126450.62832141152,0
610,52,9,2014,3,0,1,40046.99254144181,0
611,65,9,1641,2,1,0,76312.74131243129,0
612,53,5,204,3,1,1,74873.6561374881,0
613,35,4,581,1,0,0,136354.58597468614,0
614,66,6,1579,2,0,1,48164.54055159299,0
615,56,7,840,3,1,1,48226.34068039563,1
616,49,5,1836,1,0,0,69426.97798629582,1
617,41,9,1251,1,1,1,36535.925684020505,0
618,40,3,1719,3,0,0,51894.96487829881,0
619,49,7,1642,3,0,1,145825.15662548822,1
620,54,5,2297,3,1,1,81382.07278406074,0
621,29,7,874,1,0,1,105842.30501069238,0
622,66,2,1464,3,0,0,117133.35112135643,1
623,30,4,2243,1,0,1,74035.36884086406,0
624,40,2,689,3,1,0,47667.24892926204,1
625,42,7,2010,1,0,1,54789.7219466137,1
626,52,2,1422,1,0,0,67591.97718967324,0
627,58,1,2001,2,0,0,106328.21044226708,1
628,47,9,671,3,0,0,77793.66589068653,0
629,34,1,1171,3,0,1,30817.763748015375,0
630,66,8,1495,1,0,0,92808.86220809663,0
631,37,2,943,1,1,1,140581.60702889014,0
632,65,8,2246,1,1,0,127449.31332104148,0
633,42,3,1449,2,0,0,129025.36455115573,0
634,39,6,895,2,1,0,125406.96211273574,0
635,30,3,2189,1,1,0,68847.69907325084,0
636,36,7,1336,3,0,1,121823.26005052704,0
637,66,9,164,3,1,0,47179.36293734316,0
638,53,2,2361,2,1,0,108925.93767311441,1
639,29,5,2068,2,1,1,106988.22800219932,1
640,58,6,1105,1,1,0,33068.37589076816,0
641,36,4,1753,3,1,0,124556.41603091179,1
642,29,4,2352,1,1,0,138389.77261141565,0
643,26,4,1938,2,1,0,62089.833416652924,0
644,24,2,370,3,1,1,127486.88690233811,0
645,45,4,1880,3,0,1,39888.716623433786,0
646,31,1,852,2,0,0,101996.14299132793,1
647,48,6,383,1,1,1,88277.62384011326,0
648,69,1,1931,1,1,1,95510.82399708,0
649,36,6,2492,3,0,0,141144.6242261214,0
650,64,1,424,2,1,1,134557.8296696224,0
651,33,6,2208,3,1,0,124210.03886877085,0
652,22,8,628,2,0,1,62843.81492140452,0
653,52,2,894,1,0,1,139418.235442331,0
654,29,2,2374,2,0,1,41700.92309566503,0
655,42,4,597,1,1,0,132399.50598705455,0
656,69,3,2336,2,1,1,69379.20868243293,0
657,38,4,592,3,0,0,36452.677399438006,0
658,53,7,1687,1,0,0,110322.8381088898,0
659,40,1,572,3,1,1,57753.59139791466,0
660,33,6,2075,3,0,0,59228.53510375583,0
661,56,3,2090,1,1,1,66725.65994745257,0
662,62,7,1704,1,1,0,37642.17210030201,0
663,59,2,2470,3,0,0,51255.25730379048,1
664,56,2,176,3,0,1,30616.755310267235,0
665,31,4,528,3,1,1,83449.14253269442,0
666,48,1,1633,3,0,1,40110.64529015656,1
667,22,3,965,1,0,1,111918.31260530389,0
668,52,9,1517,1,0,0,58274.742142997806,0
669,40,7,197,3,0,0,143228.89728422125,0
670,46,7,852,2,1,0,134550.19528783832,0
671,60,4,1537,2,1,1,64732.907396184986,0
672,28,2,2069,1,1,0,123985.85455880145,1
673,35,4,1080,3,1,1,126389.38855977675,0
674,64,6,97,3,0,0,148387.57369372924,0
675,29,3,1903,1,0,1,101740.79842148219,1
676,26,1,434,2,1,0,39835.88815723946,1
677,27,8,636,2,1,0,107620.46747116571,0
678,61,5,587,2,0,1,104997.56980512422,0
679,34,5,343,1,1,0,106602.06929045181,1
680,55,4,1317,2,1,1,66857.47777250537,0
681,24,6,1979,1,0,0,133161.55020963994,0
682,63,3,570,1,1,0,145136.66195464943,1
683,30,9,610,3,0,1,56125.501557378186,0
684,57,5,1727,2,0,1,40578.25897639734,0
685,59,3,2290,1,1,0,53344.203980218095,0
686,26,1,1854,2,0,0,128466.25671068626,0
687,67,6,959,2,1,0,111197.3561783817,0
688,44,2,2079,3,0,0,106325.6810806952,0
689,19,3,2438,2,1,0,78215.17621313094,0
690,22,1,2324,3,1,0,99339.35658137228,0
691,46,9,531,1,1,1,66944.89503292409,0
692,54,8,1177,2,0,1,87264.00953015535,0
693,55,2,2430,1,0,1,125167.56340447871,0
694,36,8,1091,2,1,0,147748.99169465544,0
695,25,9,1901,1,0,0,141898.67083077622,0
696,65,1,883,2,1,0,142063.91314154986,0
697,62,5,2261,2,1,1,78266.84818165348,0
698,18,8,1678,2,0,1,86254.7856608149,1
699,39,2,2423,2,1,0,114676.24756427779,0
700,69,4,2260,2,0,0,140663.03136615411,0
701,34,7,2126,2,1,1,47039.31112225016,1
702,24,3,1749,2,0,1,66509.02365926349,0
703,42,5,781,2,1,1,46709.62135129314,0
704,62,8,2105,2,1,0,103441.02359513464,0
705,21,3,880,1,0,0,66756.11962650451,0
706,53,4,446,3,1,0,69132.94230150883,1
707,23,9,2113,2,1,1,38509.91513855751,0
708,48,7,1783,3,0,1,71975.52741691103,0
709,36,1,1277,2,1,0,133499.58088819025,0
710,61,4,1991,2,0,0,57968.737426900196,0
711,56,4,1067,1,1,1,113422.49594520788,0
712,44,9,1577,1,0,0,105555.40139263112,0
713,27,6,1011,3,1,1,133618.15300429385,0
714,43,9,2274,1,1,1,45874.55371812459,0
715,36,6,773,1,1,0,147310.7952414052,1
716,56,6,1814,3,0,1,99915.43752484387,1
717,20,5,2426,1,0,0,149456.89828161773,0
718,62,5,1201,2,0,1,139381.7671039021,0
719,30,2,1450,3,0,1,56582.07265357269,0
720,67,8,306,3,1,0,36739.44118839757,0
721,45,8,778,2,1,1,60676.69125544338,1
722,37,1,2315,1,0,0,93307.63787993038,0
723,45,8,7,3,0,0,50591.5640478228,0
724,25,5,475,3,0,1,50095.169342158624,1
725,58,2,1320,2,1,0,85511.22565261836,0
726,56,2,2211,2,0,0,33992.15654032301,1
727,18,6,484,1,0,0,44626.569903872456,1
728,20,9,904,3,1,0,79903.3607289537,0
729,30,1,558,1,1,0,37575.58910495597,0
730,45,6,1967,1,0,0,77610.60677466352,1
731,66,9,2285,2,1,1,86880.75191381341,1
732,42,8,1127,3,0,0,84151.99368877373,0
733,50,6,1233,3,1,1,134300.98288837046,1
734,55,3,467,3,0,1,93607.4946062079,0
735,23,8,2433,2,0,0,86157.6554973652,0
736,61,9,847,2,0,1,79285.10944699994,1
737,62,1,2434,2,0,1,128114.80539653834,0
738,49,9,258,2,1,0,137406.79247997998,1
739,62,6,282,2,1,0,132389.0963036541,0
740,64,6,1649,3,1,0,110825.5893757669,0
741,38,4,1898,1,1,1,46483.40951624091,0
742,33,1,39,3,0,1,63224.39633904147,0
743,38,8,2267,1,0,0,35527.56764183729,0
744,28,2,1014,2,1,0,141698.8889988137,0
745,54,1,612,1,1,1,109295.82356290924,0
746,53,2,1915,3,1,1,119563.54611758898,0
747,52,1,687,3,1,1,67388.60874986748,0
748,36,1,612,1,1,1,131478.42267328108,1
749,37,9,2307,2,0,0,61152.39404501743,0
750,35,1,2413,2,0,1,30197.250853493962,0
751,64,4,1781,3,0,1,75169.79550248328,0
752,58,6,1810,1,1,1,98491.3777150888,0
753,66,7,1547,2,1,1,87444.5829558627,0
754,31,2,1930,2,1,0,133449.13710919165,0
755,32,6,1152,3,1,0,42648.63431474003,0
756,48,7,574,2,0,1,96458.81287604707,0
757,18,2,1910,1,0,1,91557.52197850888,1
758,20,2,1012,3,1,0,63767.157860659565,0
759,33,7,669,3,0,0,128667.37350924127,0
760,40,1,268,1,0,1,120341.83870586475,0
761,28,8,1283,3,1,1,117943.10247981972,0
762,29,3,923,2,1,0,135143.0973923467,0
763,27,6,1125,2,1,0,116734.15207458254,0
764,49,9,1529,1,1,0,57820.95500576717,0
765,33,6,1758,2,1,0,114667.52539796293,0
766,25,9,1594,1,1,0,66924.33760678126,0
767,55,7,246,1,0,0,59060.95804169646,0
768,29,9,1560,2,0,1,38760.43114795528,0
769,41,2,2178,1,1,0,119283.4296417212,0
770,45,8,2400,2,0,0,115320.11543397735,0
771,25,8,2243,3,1,0,58139.937320891244,0
772,45,2,1939,3,1,0,119925.48200689872,0
773,53,4,929,1,1,1,140140.90597122637,0
774,43,7,226,2,1,1,42963.47489898951,0
775,25,4,264,2,0,0,57916.39660641299,0
776,67,4,1395,3,1,1,120031.29529047786,0
777,45,6,1457,3,0,1,62940.80082084939,0
778,45,6,645,2,1,1,104959.67691404601,0
779,54,3,2258,1,1,1,39739.70693564574,0
780,58,9,1418,3,1,1,84264.29749242464,0
781,53,2,1473,1,0,1,118690.97063915437,1
782,44,6,1387,1,1,0,112381.67316519031,0
783,34,7,1899,3,1,0,127808.65208109682,0
784,26,9,1249,1,1,0,135294.25519238028,1
785,50,3,981,1,0,0,122782.020151051,1
786,37,3,1154,2,0,0,110590.52915267112,0
787,30,7,587,1,0,1,33806.69901792374,0
788,45,4,475,2,1,0,94196.00080913329,0
789,65,8,1821,3,0,0,34523.726989782335,0
790,46,7,985,3,1,1,126968.13805392271,0
791,30,5,2203,2,0,1,68486.94293519491,0
792,63,7,1241,3,0,0,97491.52489415051,0
793,52,3,189,1,1,1,63533.436878268316,1
794,23,2,1440,1,0,1,123900.01732563523,1
795,35,6,980,1,1,1,136380.3031970283,0
796,68,2,1698,3,1,1,77837.09930556768,0
797,22,3,1715,1,0,0,133550.68722131866,0
798,64,6,40,3,1,1,62049.00089475988,1
799,42,5,2354,1,1,0,94159.31076906287,0
800,19,8,942,2,0,0,133051.37158064448,0
801,27,9,337,3,0,1,69105.76111389484,0
802,47,3,1337,3,1,1,144485.0718093703,0
803,67,3,1098,1,0,1,44625.540213766035,0
804,62,3,2326,3,1,0,32193.008366820748,0
805,22,6,895,3,1,1,138496.24230938288,0
806,50,1,2320,2,0,1,38237.83993774467,0
807,18,7,1674,2,0,1,149026.703513699,0
808,35,1,930,1,0,1,144167.62343749273,0
809,49,5,288,2,0,1,46442.50920435848,1
810,64,8,723,1,1,0,94510.15508310791,1
811,66,4,2319,1,1,1,52190.43569605732,1
812,28,5,1953,1,0,1,81378.62076361438,1
813,38,4,1089,3,0,1,37371.015511179925,0
814,43,4,482,2,1,0,56870.950535590746,0
815,42,8,935,1,1,1,73592.73556786795,0
816,39,2,2295,2,1,0,82637.70002952658,1
817,44,1,155,1,1,0,147299.55098506718,0
818,66,3,1070,2,0,1,126943.87748207775,0
819,30,9,1958,2,1,1,118489.19331743354,1
820,50,4,2248,1,1,1,94444.9577690369,0
821,51,5,1683,3,0,0,130799.73127252121,0
822,58,2,123,2,1,0,70718.74027868532,0
823,52,4,2048,3,1,0,115067.89353279793,0
824,18,2,967,3,0,0,149254.07704538066,0
825,38,2,854,1,0,0,67755.46907222384,0
826,65,4,639,1,0,0,110882.10418607607,0
827,23,6,2238,1,1,1,131317.78369828587,1
828,45,7,1602,2,1,1,139896.91000208067,0
829,34,3,441,1,0,0,116151.92291281222,0
830,22,3,1944,1,0,1,64032.95081005635,0
831,48,6,1838,2,1,1,69153.85818827357,0
832,22,3,1829,2,0,0,32490.963854875707,0
833,55,2,2190,1,0,0,121306.31732058116,0
834,20,8,532,1,0,1,35128.75272743416,0
835,40,5,2274,1,1,0,133758.28255232947,0
836,54,1,1336,1,1,0,44239.273736944655,0
837,54,3,948,3,1,1,50625.18145631091,0
838,27,8,2019,3,1,0,87183.17649986848,0
839,27,4,459,1,1,1,118545.64982024908,0
840,36,7,550,3,1,1,46680.26462388932,0
841,34,2,392,2,0,1,82808.52900797981,1
842,38,7,1787,3,1,1,87942.15292921258,0
843,31,5,844,3,1,1,55474.277000230955,0
844,26,5,2257,1,0,0,43867.00520167581,0
845,63,6,1138,3,1,0,130370.51075827674,0
846,18,9,645,3,1,0,90295.87797153187,0
847,68,6,2266,3,0,0,31725.748318098358,0
848,62,8,2454,3,0,1,126357.75615709246,0
849,30,7,1466,2,0,1,147695.25664975017,0
850,21,9,1377,1,1,0,102711.14344970968,0
851,18,4,141,1,0,1,90445.00645008849,0
852,66,2,500,2,1,0,135409.9035653954,0
853,57,7,839,3,1,0,144302.01476215184,0
854,49,6,1682,2,1,0,120544.42990829526,1
855,51,1,1565,3,1,1,83454.35156811454,0
856,45,9,2046,2,0,1,101066.56791977286,0
857,48,9,1530,1,0,1,114112.24380215991,0
858,25,2,595,1,1,1,53312.82852021617,0
859,56,3,1904,1,0,0,83664.12386597256,0
860,43,5,280,3,1,1,129578.5517660742,0
861,51,5,423,3,1,1,108567.04181981317,0
862,20,1,269,2,1,1,79344.48806542248,0
863,67,8,153,2,0,0,109603.50408176177,1
864,29,8,1750,1,1,0,44186.689448695186,0
865,18,4,661,3,1,1,78179.71326778515,0
866,61,7,1967,2,0,1,125175.42455556676,1
867,22,3,82,3,0,1,56461.05445639776,1
868,47,6,1449,3,0,1,52315.380906890125,0
869,47,9,1298,1,0,0,144098.23918997176,0
870,34,1,2331,1,1,1,55187.71555034768,1
871,65,5,979,3,0,1,61310.22955802017,0
872,64,4,2220,3,1,1,146353.91266852056,0
873,40,8,1659,3,0,0,118165.02843180308,0
874,32,1,1398,3,0,0,113951.58396282338,0
875,54,9,632,1,0,1,132351.16606254975,0
876,38,6,1531,2,0,1,43898.769868415315,0
877,31,4,786,1,0,1,114714.74838960086,0
878,19,9,397,2,0,1,90442.63311938866,0
879,28,5,1143,3,1,1,129498.07683409679,0
880,68,5,933,2,0,0,90977.00623982333,1
881,56,5,1460,1,0,0,104428.96251226946,1
882,55,1,1852,1,0,0,87329.05516794432,0
883,51,1,285,3,0,1,87379.0708267013,0
884,55,8,264,1,1,0,122156.39736741979,0
885,67,8,2367,3,0,0,105427.96807767398,0
886,51,6,2136,1,0,0,105991.58419312925,0
887,35,4,1677,1,0,1,84033.8980597831,0
888,47,2,1226,3,0,1,93733.1395605033,1
889,32,2,820,2,1,0,119486.11994457447,0
890,44,9,1762,1,0,1,129112.91029343019,0
891,68,5,2381,2,1,0,113587.36825728553,0
892,51,4,2269,1,0,0,140888.75866148196,0
893,69,1,40,1,1,0,128438.8905776641,0
894,55,7,1731,1,1,0,97423.65477714222,0
895,50,3,67,1,0,1,110568.72871724842,0
896,41,6,987,2,0,1,141156.9932305435,1
897,32,5,1799,2,1,1,104300.165309167,0
898,47,5,1621,1,1,1,128976.83375757968,1
899,59,5,1655,1,0,0,112657.26043079844,0
900,68,1,1278,2,1,1,96232.36332725598,0
901,34,1,694,3,1,0,59020.58344984238,0
902,22,3,1085,3,1,1,81119.70233621137,0
903,46,4,2479,2,0,1,146129.1389800459,0
904,21,5,1693,1,1,1,108931.845992712,0
905,27,2,2315,1,1,0,97727.44564067875,0
906,34,8,1058,3,1,0,141954.79506338728,0
907,27,2,778,3,0,0,100381.41372449385,0
908,34,9,493,2,0,0,93129.90221008836,0
909,37,2,1585,3,1,1,121117.30261802462,0
910,41,9,1492,2,0,0,115519.87427838534,0
911,22,7,1790,3,1,0,53179.20100901193,0
912,51,8,660,3,0,1,86556.99294889453,1
913,23,2,1348,3,0,1,86701.85313835023,0
914,19,7,1327,1,1,0,75386.94182920137,0
915,30,6,1299,1,0,1,92075.21785827038,0
916,60,4,1986,1,0,0,79572.8877272573,0
917,60,7,2044,3,0,1,53921.45873654197,0
918,65,4,1928,2,1,0,79483.97847296172,1
919,28,2,1347,2,0,0,38673.23370878119,1
920,68,7,1058,2,0,0,99094.30353292939,0
921,64,8,976,2,1,0,132438.54587293344,0
922,40,2,481,1,0,0,117034.45012254662,0
923,33,5,727,1,0,1,73247.28480649335,0
924,48,1,1031,3,0,0,40448.544669276984,0
925,28,7,342,3,0,0,54257.92790703249,0
926,33,8,1447,2,0,0,95458.84085938029,0
927,25,6,2379,1,1,0,54846.85000596395,1
928,21,5,2485,2,1,0,95276.7733541961,0
929,57,6,2221,3,0,1,57791.882971667874,0
930,21,2,526,3,0,1,131870.86433712873,1
931,42,1,1896,2,0,0,77672.57674085518,0
932,20,7,658,3,1,1,59466.07511333893,1
933,49,7,2073,2,1,0,127479.14162964739,0
934,20,2,819,1,0,1,71140.6757766541,0
935,44,2,405,2,0,1,43378.52254065383,1
936,46,1,2279,1,1,0,98449.138968437,0
937,49,8,1573,1,0,1,99787.70453255865,0
938,67,8,1811,3,1,1,115763.48102828811,0
939,68,1,504,3,1,0,58826.33198500627,0
940,36,8,178,3,0,0,83252.5606910694,0
941,38,9,131,2,1,1,63884.15028511875,1
942,22,4,1846,2,0,1,39714.448333882574,1
943,35,1,1478,3,0,1,135193.659241907,1
944,45,1,2395,2,0,0,117464.37653860093,0
945,59,3,771,3,0,1,66175.56713505607,0
946,39,5,1429,2,0,1,101924.75914463836,0
947,38,5,2123,1,0,1,54151.65457613669,1
948,23,9,578,1,1,0,136828.3946154925,0
949,18,2,1515,3,1,0,43788.76120342924,0
950,22,2,193,2,1,0,30460.457460936108,0
951,58,6,2007,2,1,0,90240.98372870186,0
952,29,9,1185,1,0,1,99975.33881434432,0
953,43,1,2394,1,1,0,99475.83843549652,1
954,63,9,1384,3,1,1,36541.43129253916,1
955,51,9,1792,1,1,1,67685.2568302119,0
956,66,9,1110,3,0,1,89903.87362095981,0
957,31,5,2261,1,1,1,55989.502275268904,1
958,43,9,1936,1,0,0,134715.10625830758,0
959,62,4,779,2,1,0,40453.11473537209,0
960,44,2,261,1,0,0,88486.13300064515,0
961,26,6,729,1,0,0,112969.92690157825,0
962,43,4,282,3,1,0,61410.1320161379,0
963,64,6,1490,1,0,1,104908.88843970218,0
964,39,3,361,3,0,0,129526.21801708495,0
965,64,6,440,1,1,0,52840.43701140571,0
966,47,2,2140,1,1,0,140066.47101898352,1
967,60,2,1644,3,1,0,96427.02391948296,1
968,65,9,866,2,0,1,65907.84051612727,1
969,34,7,1447,3,0,1,81702.99304587248,0
970,43,3,141,3,0,1,67463.02605436655,0
971,53,1,1314,3,1,1,117013.33919199793,0
972,18,8,1455,2,0,1,125556.07960981586,1
973,25,6,1875,1,0,0,129952.48707823933,0
974,66,7,1847,3,0,1,148292.18995028894,0
975,52,9,1712,3,0,1,124954.11509960203,0
976,69,5,700,2,0,1,102166.0884826276,0
977,32,1,997,3,0,0,70706.43580701406,0
978,64,7,2096,1,0,0,95351.45384528993,1
979,39,5,1325,2,1,1,34928.18073484865,1
980,31,3,880,1,1,0,119379.00906358956,0
981,43,9,1213,1,1,0,83514.6654110522,1
982,45,1,1159,2,0,1,32402.787567862513,0
983,40,1,554,3,0,0,37500.832981249296,0
984,31,1,403,1,1,0,76495.9756586108,0
985,41,3,891,1,0,0,100010.58228221221,0
986,19,6,601,1,1,1,85704.4738742552,0
987,62,3,1830,1,0,1,104304.51807505859,1
988,43,8,340,2,0,1,87635.31105496269,0
989,31,2,1968,2,1,0,109404.46145776162,0
990,68,9,703,1,1,1,56295.12776049611,0
991,24,3,317,3,1,0,43541.18246203457,1
992,20,5,1386,1,1,0,101572.07455507919,0
993,64,8,2429,3,1,0,88162.7420323569,0
994,40,2,2280,1,0,1,33224.11848539224,0
995,63,6,1800,3,0,1,75657.8262591643,0
996,60,5,1367,1,0,1,42735.070258919455,0
997,64,9,1572,3,1,1,93762.81981032342,0
998,62,5,816,1,1,0,77493.3215592517,0
999,35,2,552,1,1,1,103578.22933236216,0
1000,55,5,855,3,1,0,126672.2662524286,1
